时间戳	借车需求	还车需求
2024-06-26 00:00	0	0
2024-06-26 00:15	0	0
2024-06-26 00:30	0	0
2024-06-26 00:45	0	0
2024-06-26 01:00	2	0
2024-06-26 01:15	6	0
2024-06-26 01:30	3	0
2024-06-26 01:45	7	2
2024-06-26 02:00	2	0
2024-06-26 02:15	2	0
2024-06-26 02:30	2	0
2024-06-26 02:45	2	2
2024-06-26 03:00	2	2
2024-06-26 03:15	2	2
2024-06-26 03:30	4	2
2024-06-26 03:45	2	2
2024-06-26 04:00	4	2
2024-06-26 04:15	4	2
2024-06-26 04:30	6	4
2024-06-26 04:45	11	2
2024-06-26 05:00	10	4
2024-06-26 05:15	15	4
2024-06-26 05:30	12	2
2024-06-26 05:45	10	4
2024-06-26 06:00	16	8
2024-06-26 06:15	18	12
2024-06-26 06:30	13	10
2024-06-26 06:45	29	17
2024-06-26 07:00	24	9
2024-06-26 07:15	49	14
2024-06-26 07:30	47	15
2024-06-26 07:45	104	13
2024-06-26 08:00	95	16
2024-06-26 08:15	99	26
2024-06-26 08:30	70	25
2024-06-26 08:45	73	49
2024-06-26 09:00	47	43
2024-06-26 09:15	45	50
2024-06-26 09:30	46	52
2024-06-26 09:45	30	46
2024-06-26 10:00	32	108
2024-06-26 10:15	29	64
2024-06-26 10:30	35	46
2024-06-26 10:45	32	48
2024-06-26 11:00	39	35
2024-06-26 11:15	35	30
2024-06-26 11:30	69	28
2024-06-26 11:45	67	33
2024-06-26 12:00	87	25
2024-06-26 12:15	88	60
2024-06-26 12:30	63	36
2024-06-26 12:45	64	88
2024-06-26 13:00	53	70
2024-06-26 13:15	55	92
2024-06-26 13:30	40	53
2024-06-26 13:45	42	48
2024-06-26 14:00	28	52
2024-06-26 14:15	33	29
2024-06-26 14:30	32	42
2024-06-26 14:45	47	20
2024-06-26 15:00	47	48
2024-06-26 15:15	50	45
2024-06-26 15:30	54	35
2024-06-26 15:45	51	29
2024-06-26 16:00	78	39
2024-06-26 16:15	73	52
2024-06-26 16:30	82	44
2024-06-26 16:45	77	56
2024-06-26 17:00	127	78
2024-06-26 17:15	118	76
2024-06-26 17:30	139	80
2024-06-26 17:45	134	84
2024-06-26 18:00	188	64
2024-06-26 18:15	138	124
2024-06-26 18:30	134	129
2024-06-26 18:45	139	112
2024-06-26 19:00	124	100
2024-06-26 19:15	122	126
2024-06-26 19:30	119	207
2024-06-26 19:45	115	120
2024-06-26 20:00	118	97
2024-06-26 20:15	65	114
2024-06-26 20:30	66	150
2024-06-26 20:45	45	90
2024-06-26 21:00	42	53
2024-06-26 21:15	43	47
2024-06-26 21:30	36	82
2024-06-26 21:45	34	30
2024-06-26 22:00	38	32
2024-06-26 22:15	16	37
2024-06-26 22:30	17	46
2024-06-26 22:45	7	37
2024-06-26 23:00	12	15
2024-06-26 23:15	3	5
2024-06-26 23:30	3	15
2024-06-26 23:45	0	10
