时间戳	借车需求	还车需求
2024-06-21 00:00	0	0
2024-06-21 00:15	0	0
2024-06-21 00:30	0	0
2024-06-21 00:45	0	0
2024-06-21 01:00	0	0
2024-06-21 01:15	0	0
2024-06-21 01:30	0	0
2024-06-21 01:45	0	0
2024-06-21 02:00	0	0
2024-06-21 02:15	0	0
2024-06-21 02:30	0	0
2024-06-21 02:45	0	0
2024-06-21 03:00	0	0
2024-06-21 03:15	0	0
2024-06-21 03:30	0	0
2024-06-21 03:45	0	1
2024-06-21 04:00	0	1
2024-06-21 04:15	0	1
2024-06-21 04:30	1	1
2024-06-21 04:45	1	2
2024-06-21 05:00	1	2
2024-06-21 05:15	1	3
2024-06-21 05:30	2	5
2024-06-21 05:45	2	5
2024-06-21 06:00	3	5
2024-06-21 06:15	4	8
2024-06-21 06:30	4	10
2024-06-21 06:45	7	14
2024-06-21 07:00	8	19
2024-06-21 07:15	8	16
2024-06-21 07:30	15	17
2024-06-21 07:45	20	15
2024-06-21 08:00	19	10
2024-06-21 08:15	20	9
2024-06-21 08:30	17	8
2024-06-21 08:45	14	7
2024-06-21 09:00	16	5
2024-06-21 09:15	7	5
2024-06-21 09:30	6	4
2024-06-21 09:45	9	5
2024-06-21 10:00	6	8
2024-06-21 10:15	4	8
2024-06-21 10:30	6	7
2024-06-21 10:45	6	11
2024-06-21 11:00	7	13
2024-06-21 11:15	8	15
2024-06-21 11:30	8	14
2024-06-21 11:45	13	12
2024-06-21 12:00	14	11
2024-06-21 12:15	13	7
2024-06-21 12:30	12	6
2024-06-21 12:45	13	5
2024-06-21 13:00	11	5
2024-06-21 13:15	7	5
2024-06-21 13:30	7	5
2024-06-21 13:45	7	5
2024-06-21 14:00	5	6
2024-06-21 14:15	4	5
2024-06-21 14:30	6	8
2024-06-21 14:45	7	6
2024-06-21 15:00	9	10
2024-06-21 15:15	9	12
2024-06-21 15:30	9	14
2024-06-21 15:45	9	12
2024-06-21 16:00	11	14
2024-06-21 16:15	15	15
2024-06-21 16:30	15	17
2024-06-21 16:45	18	18
2024-06-21 17:00	18	23
2024-06-21 17:15	21	22
2024-06-21 17:30	25	24
2024-06-21 17:45	23	24
2024-06-21 18:00	33	23
2024-06-21 18:15	26	20
2024-06-21 18:30	26	17
2024-06-21 18:45	24	15
2024-06-21 19:00	22	13
2024-06-21 19:15	23	10
2024-06-21 19:30	15	8
2024-06-21 19:45	16	8
2024-06-21 20:00	13	7
2024-06-21 20:15	10	6
2024-06-21 20:30	11	5
2024-06-21 20:45	6	5
2024-06-21 21:00	7	4
2024-06-21 21:15	5	3
2024-06-21 21:30	4	2
2024-06-21 21:45	4	1
2024-06-21 22:00	3	1
2024-06-21 22:15	2	1
2024-06-21 22:30	2	0
2024-06-21 22:45	1	0
2024-06-21 23:00	1	0
2024-06-21 23:15	0	0
2024-06-21 23:30	0	0
2024-06-21 23:45	0	0
