时间戳	借车需求	还车需求
2024-06-24 00:00	0	0
2024-06-24 00:15	0	0
2024-06-24 00:30	0	0
2024-06-24 00:45	0	0
2024-06-24 01:00	0	0
2024-06-24 01:15	0	0
2024-06-24 01:30	0	0
2024-06-24 01:45	0	0
2024-06-24 02:00	0	0
2024-06-24 02:15	0	0
2024-06-24 02:30	0	0
2024-06-24 02:45	0	0
2024-06-24 03:00	0	0
2024-06-24 03:15	0	0
2024-06-24 03:30	0	0
2024-06-24 03:45	0	0
2024-06-24 04:00	0	0
2024-06-24 04:15	0	0
2024-06-24 04:30	0	0
2024-06-24 04:45	0	1
2024-06-24 05:00	0	1
2024-06-24 05:15	1	1
2024-06-24 05:30	1	1
2024-06-24 05:45	1	3
2024-06-24 06:00	2	4
2024-06-24 06:15	3	6
2024-06-24 06:30	5	10
2024-06-24 06:45	5	16
2024-06-24 07:00	11	25
2024-06-24 07:15	18	33
2024-06-24 07:30	18	33
2024-06-24 07:45	35	32
2024-06-24 08:00	47	22
2024-06-24 08:15	38	16
2024-06-24 08:30	28	13
2024-06-24 08:45	27	10
2024-06-24 09:00	29	12
2024-06-24 09:15	10	6
2024-06-24 09:30	8	5
2024-06-24 09:45	8	8
2024-06-24 10:00	6	9
2024-06-24 10:15	6	9
2024-06-24 10:30	9	11
2024-06-24 10:45	9	14
2024-06-24 11:00	9	16
2024-06-24 11:15	14	19
2024-06-24 11:30	17	20
2024-06-24 11:45	17	17
2024-06-24 12:00	20	17
2024-06-24 12:15	24	12
2024-06-24 12:30	22	10
2024-06-24 12:45	15	8
2024-06-24 13:00	17	6
2024-06-24 13:15	10	6
2024-06-24 13:30	9	6
2024-06-24 13:45	11	8
2024-06-24 14:00	6	7
2024-06-24 14:15	6	9
2024-06-24 14:30	7	10
2024-06-24 14:45	7	10
2024-06-24 15:00	9	10
2024-06-24 15:15	9	12
2024-06-24 15:30	9	13
2024-06-24 15:45	9	13
2024-06-24 16:00	12	13
2024-06-24 16:15	13	15
2024-06-24 16:30	14	25
2024-06-24 16:45	14	30
2024-06-24 17:00	35	35
2024-06-24 17:15	38	43
2024-06-24 17:30	38	54
2024-06-24 17:45	54	49
2024-06-24 18:00	52	41
2024-06-24 18:15	51	35
2024-06-24 18:30	53	28
2024-06-24 18:45	40	22
2024-06-24 19:00	28	21
2024-06-24 19:15	29	14
2024-06-24 19:30	19	9
2024-06-24 19:45	11	6
2024-06-24 20:00	13	4
2024-06-24 20:15	4	3
2024-06-24 20:30	3	2
2024-06-24 20:45	2	1
2024-06-24 21:00	2	1
2024-06-24 21:15	1	1
2024-06-24 21:30	1	0
2024-06-24 21:45	1	0
2024-06-24 22:00	0	0
2024-06-24 22:15	0	0
2024-06-24 22:30	0	0
2024-06-24 22:45	0	0
2024-06-24 23:00	0	0
2024-06-24 23:15	0	0
2024-06-24 23:30	0	0
2024-06-24 23:45	0	0
