时间戳	借车需求	还车需求
2024-06-27 00:00	0	0
2024-06-27 00:15	0	0
2024-06-27 00:30	0	0
2024-06-27 00:45	0	0
2024-06-27 01:00	0	0
2024-06-27 01:15	0	0
2024-06-27 01:30	0	0
2024-06-27 01:45	0	0
2024-06-27 02:00	0	0
2024-06-27 02:15	0	0
2024-06-27 02:30	0	0
2024-06-27 02:45	0	0
2024-06-27 03:00	0	0
2024-06-27 03:15	0	0
2024-06-27 03:30	0	0
2024-06-27 03:45	0	0
2024-06-27 04:00	0	0
2024-06-27 04:15	0	0
2024-06-27 04:30	0	1
2024-06-27 04:45	0	1
2024-06-27 05:00	0	1
2024-06-27 05:15	1	4
2024-06-27 05:30	0	4
2024-06-27 05:45	2	5
2024-06-27 06:00	2	8
2024-06-27 06:15	3	11
2024-06-27 06:30	6	10
2024-06-27 06:45	8	12
2024-06-27 07:00	13	25
2024-06-27 07:15	19	29
2024-06-27 07:30	19	28
2024-06-27 07:45	24	20
2024-06-27 08:00	34	22
2024-06-27 08:15	21	18
2024-06-27 08:30	22	15
2024-06-27 08:45	21	12
2024-06-27 09:00	14	12
2024-06-27 09:15	7	8
2024-06-27 09:30	6	7
2024-06-27 09:45	8	9
2024-06-27 10:00	5	9
2024-06-27 10:15	6	12
2024-06-27 10:30	7	13
2024-06-27 10:45	8	16
2024-06-27 11:00	10	15
2024-06-27 11:15	10	23
2024-06-27 11:30	15	25
2024-06-27 11:45	15	17
2024-06-27 12:00	12	11
2024-06-27 12:15	23	14
2024-06-27 12:30	18	13
2024-06-27 12:45	17	10
2024-06-27 13:00	10	8
2024-06-27 13:15	8	7
2024-06-27 13:30	8	4
2024-06-27 13:45	6	8
2024-06-27 14:00	7	7
2024-06-27 14:15	5	8
2024-06-27 14:30	6	11
2024-06-27 14:45	6	13
2024-06-27 15:00	6	11
2024-06-27 15:15	8	12
2024-06-27 15:30	8	10
2024-06-27 15:45	9	14
2024-06-27 16:00	11	14
2024-06-27 16:15	9	14
2024-06-27 16:30	12	18
2024-06-27 16:45	12	23
2024-06-27 17:00	16	33
2024-06-27 17:15	20	24
2024-06-27 17:30	20	22
2024-06-27 17:45	22	25
2024-06-27 18:00	20	16
2024-06-27 18:15	17	16
2024-06-27 18:30	13	15
2024-06-27 18:45	13	11
2024-06-27 19:00	10	10
2024-06-27 19:15	8	8
2024-06-27 19:30	5	5
2024-06-27 19:45	5	1
2024-06-27 20:00	3	3
2024-06-27 20:15	1	2
2024-06-27 20:30	2	2
2024-06-27 20:45	2	1
2024-06-27 21:00	2	1
2024-06-27 21:15	2	0
2024-06-27 21:30	1	0
2024-06-27 21:45	1	0
2024-06-27 22:00	0	0
2024-06-27 22:15	0	0
2024-06-27 22:30	0	0
2024-06-27 22:45	0	0
2024-06-27 23:00	0	0
2024-06-27 23:15	0	0
2024-06-27 23:30	0	0
2024-06-27 23:45	0	0
