时间戳	借车需求	还车需求
2024-06-19 00:00	0	0
2024-06-19 00:15	0	0
2024-06-19 00:30	1	0
2024-06-19 00:45	0	0
2024-06-19 01:00	0	0
2024-06-19 01:15	0	0
2024-06-19 01:30	2	1
2024-06-19 01:45	0	0
2024-06-19 02:00	1	2
2024-06-19 02:15	3	3
2024-06-19 02:30	0	0
2024-06-19 02:45	2	1
2024-06-19 03:00	0	0
2024-06-19 03:15	2	2
2024-06-19 03:30	0	0
2024-06-19 03:45	1	0
2024-06-19 04:00	0	1
2024-06-19 04:15	4	4
2024-06-19 04:30	1	1
2024-06-19 04:45	1	1
2024-06-19 05:00	1	3
2024-06-19 05:15	1	1
2024-06-19 05:30	4	0
2024-06-19 05:45	2	2
2024-06-19 06:00	4	4
2024-06-19 06:15	6	3
2024-06-19 06:30	6	6
2024-06-19 06:45	4	3
2024-06-19 07:00	6	1
2024-06-19 07:15	9	7
2024-06-19 07:30	12	9
2024-06-19 07:45	11	12
2024-06-19 08:00	9	9
2024-06-19 08:15	13	10
2024-06-19 08:30	20	20
2024-06-19 08:45	26	23
2024-06-19 09:00	21	19
2024-06-19 09:15	30	26
2024-06-19 09:30	27	20
2024-06-19 09:45	16	13
2024-06-19 10:00	21	20
2024-06-19 10:15	23	24
2024-06-19 10:30	18	17
2024-06-19 10:45	19	18
2024-06-19 11:00	20	16
2024-06-19 11:15	14	13
2024-06-19 11:30	13	15
2024-06-19 11:45	13	11
2024-06-19 12:00	10	8
2024-06-19 12:15	8	8
2024-06-19 12:30	14	12
2024-06-19 12:45	12	8
2024-06-19 13:00	15	13
2024-06-19 13:15	16	11
2024-06-19 13:30	19	10
2024-06-19 13:45	17	13
2024-06-19 14:00	20	21
2024-06-19 14:15	16	14
2024-06-19 14:30	15	12
2024-06-19 14:45	18	18
2024-06-19 15:00	15	13
2024-06-19 15:15	17	17
2024-06-19 15:30	13	12
2024-06-19 15:45	16	10
2024-06-19 16:00	13	11
2024-06-19 16:15	14	14
2024-06-19 16:30	13	10
2024-06-19 16:45	8	8
2024-06-19 17:00	11	8
2024-06-19 17:15	9	7
2024-06-19 17:30	15	14
2024-06-19 17:45	19	19
2024-06-19 18:00	27	24
2024-06-19 18:15	23	21
2024-06-19 18:30	28	25
2024-06-19 18:45	24	23
2024-06-19 19:00	43	37
2024-06-19 19:15	35	26
2024-06-19 19:30	36	33
2024-06-19 19:45	38	28
2024-06-19 20:00	34	33
2024-06-19 20:15	27	22
2024-06-19 20:30	20	19
2024-06-19 20:45	20	15
2024-06-19 21:00	20	17
2024-06-19 21:15	17	16
2024-06-19 21:30	16	11
2024-06-19 21:45	10	8
2024-06-19 22:00	6	5
2024-06-19 22:15	5	5
2024-06-19 22:30	2	2
2024-06-19 22:45	6	6
2024-06-19 23:00	4	4
2024-06-19 23:15	3	4
2024-06-19 23:30	2	2
2024-06-19 23:45	0	2
