时间戳	借车需求	还车需求
2024-06-17 00:00	0	0
2024-06-17 00:15	0	0
2024-06-17 00:30	0	0
2024-06-17 00:45	0	0
2024-06-17 01:00	0	0
2024-06-17 01:15	0	0
2024-06-17 01:30	0	0
2024-06-17 01:45	0	0
2024-06-17 02:00	0	0
2024-06-17 02:15	0	0
2024-06-17 02:30	0	0
2024-06-17 02:45	0	0
2024-06-17 03:00	0	0
2024-06-17 03:15	0	0
2024-06-17 03:30	0	1
2024-06-17 03:45	0	2
2024-06-17 04:00	1	1
2024-06-17 04:15	0	3
2024-06-17 04:30	1	4
2024-06-17 04:45	2	2
2024-06-17 05:00	3	4
2024-06-17 05:15	3	2
2024-06-17 05:30	4	7
2024-06-17 05:45	4	6
2024-06-17 06:00	8	11
2024-06-17 06:15	7	14
2024-06-17 06:30	8	9
2024-06-17 06:45	13	11
2024-06-17 07:00	19	13
2024-06-17 07:15	14	10
2024-06-17 07:30	10	14
2024-06-17 07:45	12	12
2024-06-17 08:00	24	14
2024-06-17 08:15	19	13
2024-06-17 08:30	16	11
2024-06-17 08:45	17	17
2024-06-17 09:00	19	9
2024-06-17 09:15	19	13
2024-06-17 09:30	17	8
2024-06-17 09:45	16	12
2024-06-17 10:00	11	12
2024-06-17 10:15	15	11
2024-06-17 10:30	17	14
2024-06-17 10:45	14	14
2024-06-17 11:00	11	14
2024-06-17 11:15	20	20
2024-06-17 11:30	25	17
2024-06-17 11:45	17	17
2024-06-17 12:00	22	23
2024-06-17 12:15	18	14
2024-06-17 12:30	23	16
2024-06-17 12:45	19	19
2024-06-17 13:00	22	19
2024-06-17 13:15	19	9
2024-06-17 13:30	13	14
2024-06-17 13:45	14	12
2024-06-17 14:00	13	14
2024-06-17 14:15	12	11
2024-06-17 14:30	14	16
2024-06-17 14:45	11	16
2024-06-17 15:00	17	15
2024-06-17 15:15	14	12
2024-06-17 15:30	14	19
2024-06-17 15:45	17	22
2024-06-17 16:00	16	12
2024-06-17 16:15	18	23
2024-06-17 16:30	17	22
2024-06-17 16:45	17	17
2024-06-17 17:00	26	29
2024-06-17 17:15	27	24
2024-06-17 17:30	23	21
2024-06-17 17:45	24	21
2024-06-17 18:00	17	16
2024-06-17 18:15	20	16
2024-06-17 18:30	20	10
2024-06-17 18:45	15	17
2024-06-17 19:00	17	15
2024-06-17 19:15	13	11
2024-06-17 19:30	13	6
2024-06-17 19:45	14	9
2024-06-17 20:00	11	7
2024-06-17 20:15	11	10
2024-06-17 20:30	11	5
2024-06-17 20:45	4	4
2024-06-17 21:00	6	7
2024-06-17 21:15	6	2
2024-06-17 21:30	5	4
2024-06-17 21:45	8	7
2024-06-17 22:00	2	1
2024-06-17 22:15	3	1
2024-06-17 22:30	1	0
2024-06-17 22:45	1	1
2024-06-17 23:00	1	0
2024-06-17 23:15	0	0
2024-06-17 23:30	0	0
2024-06-17 23:45	0	0
