时间戳	借车需求	还车需求
2024-06-26 00:00	5	5
2024-06-26 00:15	5	5
2024-06-26 00:30	5	5
2024-06-26 00:45	5	5
2024-06-26 01:00	5	5
2024-06-26 01:15	5	5
2024-06-26 01:30	5	5
2024-06-26 01:45	5	5
2024-06-26 02:00	5	5
2024-06-26 02:15	5	5
2024-06-26 02:30	5	5
2024-06-26 02:45	5	5
2024-06-26 03:00	5	5
2024-06-26 03:15	5	5
2024-06-26 03:30	5	5
2024-06-26 03:45	5	5
2024-06-26 04:00	5	6
2024-06-26 04:15	5	6
2024-06-26 04:30	6	6
2024-06-26 04:45	6	6
2024-06-26 05:00	6	6
2024-06-26 05:15	6	7
2024-06-26 05:30	7	7
2024-06-26 05:45	7	8
2024-06-26 06:00	8	8
2024-06-26 06:15	8	10
2024-06-26 06:30	9	12
2024-06-26 06:45	10	14
2024-06-26 07:00	12	18
2024-06-26 07:15	16	23
2024-06-26 07:30	18	25
2024-06-26 07:45	20	26
2024-06-26 08:00	22	22
2024-06-26 08:15	24	19
2024-06-26 08:30	23	15
2024-06-26 08:45	21	12
2024-06-26 09:00	18	11
2024-06-26 09:15	15	11
2024-06-26 09:30	12	10
2024-06-26 09:45	11	10
2024-06-26 10:00	10	10
2024-06-26 10:15	10	12
2024-06-26 10:30	11	13
2024-06-26 10:45	12	15
2024-06-26 11:00	14	16
2024-06-26 11:15	15	18
2024-06-26 11:30	16	20
2024-06-26 11:45	19	20
2024-06-26 12:00	21	19
2024-06-26 12:15	21	17
2024-06-26 12:30	19	15
2024-06-26 12:45	17	14
2024-06-26 13:00	15	12
2024-06-26 13:15	13	11
2024-06-26 13:30	12	9
2024-06-26 13:45	11	9
2024-06-26 14:00	10	10
2024-06-26 14:15	10	11
2024-06-26 14:30	11	13
2024-06-26 14:45	12	14
2024-06-26 15:00	13	15
2024-06-26 15:15	14	15
2024-06-26 15:30	15	16
2024-06-26 15:45	16	19
2024-06-26 16:00	17	22
2024-06-26 16:15	19	23
2024-06-26 16:30	20	25
2024-06-26 16:45	23	26
2024-06-26 17:00	25	29
2024-06-26 17:15	27	31
2024-06-26 17:30	29	32
2024-06-26 17:45	31	30
2024-06-26 18:00	32	28
2024-06-26 18:15	32	25
2024-06-26 18:30	29	24
2024-06-26 18:45	27	22
2024-06-26 19:00	24	20
2024-06-26 19:15	22	17
2024-06-26 19:30	19	15
2024-06-26 19:45	17	13
2024-06-26 20:00	15	12
2024-06-26 20:15	13	11
2024-06-26 20:30	12	10
2024-06-26 20:45	11	9
2024-06-26 21:00	11	8
2024-06-26 21:15	10	7
2024-06-26 21:30	9	6
2024-06-26 21:45	8	6
2024-06-26 22:00	7	6
2024-06-26 22:15	6	6
2024-06-26 22:30	6	6
2024-06-26 22:45	6	5
2024-06-26 23:00	6	5
2024-06-26 23:15	5	5
2024-06-26 23:30	5	5
2024-06-26 23:45	5	5
