时间戳	借车需求	还车需求
2024-06-20 00:00	0	0
2024-06-20 00:15	0	0
2024-06-20 00:30	0	0
2024-06-20 00:45	0	0
2024-06-20 01:00	0	0
2024-06-20 01:15	0	0
2024-06-20 01:30	0	0
2024-06-20 01:45	0	0
2024-06-20 02:00	0	0
2024-06-20 02:15	0	0
2024-06-20 02:30	0	0
2024-06-20 02:45	0	0
2024-06-20 03:00	0	0
2024-06-20 03:15	0	0
2024-06-20 03:30	0	0
2024-06-20 03:45	0	0
2024-06-20 04:00	0	0
2024-06-20 04:15	0	0
2024-06-20 04:30	0	0
2024-06-20 04:45	0	0
2024-06-20 05:00	0	0
2024-06-20 05:15	0	0
2024-06-20 05:30	0	0
2024-06-20 05:45	0	0
2024-06-20 06:00	6	5
2024-06-20 06:15	5	4
2024-06-20 06:30	5	5
2024-06-20 06:45	4	3
2024-06-20 07:00	4	3
2024-06-20 07:15	5	4
2024-06-20 07:30	4	4
2024-06-20 07:45	2	2
2024-06-20 08:00	16	12
2024-06-20 08:15	13	13
2024-06-20 08:30	14	13
2024-06-20 08:45	15	12
2024-06-20 09:00	14	11
2024-06-20 09:15	14	10
2024-06-20 09:30	15	12
2024-06-20 09:45	16	14
2024-06-20 10:00	3	3
2024-06-20 10:15	4	4
2024-06-20 10:30	5	5
2024-06-20 10:45	3	4
2024-06-20 11:00	6	3
2024-06-20 11:15	6	5
2024-06-20 11:30	6	4
2024-06-20 11:45	6	3
2024-06-20 12:00	10	8
2024-06-20 12:15	8	7
2024-06-20 12:30	10	7
2024-06-20 12:45	9	8
2024-06-20 13:00	10	9
2024-06-20 13:15	10	8
2024-06-20 13:30	10	9
2024-06-20 13:45	9	10
2024-06-20 14:00	6	6
2024-06-20 14:15	4	5
2024-06-20 14:30	7	6
2024-06-20 14:45	6	3
2024-06-20 15:00	5	4
2024-06-20 15:15	5	4
2024-06-20 15:30	5	5
2024-06-20 15:45	5	6
2024-06-20 16:00	6	5
2024-06-20 16:15	6	4
2024-06-20 16:30	5	4
2024-06-20 16:45	4	3
2024-06-20 17:00	18	15
2024-06-20 17:15	17	17
2024-06-20 17:30	17	13
2024-06-20 17:45	16	14
2024-06-20 18:00	17	14
2024-06-20 18:15	17	12
2024-06-20 18:30	17	15
2024-06-20 18:45	18	16
2024-06-20 19:00	17	13
2024-06-20 19:15	17	15
2024-06-20 19:30	19	18
2024-06-20 19:45	19	17
2024-06-20 20:00	6	4
2024-06-20 20:15	6	6
2024-06-20 20:30	6	4
2024-06-20 20:45	7	7
2024-06-20 21:00	7	7
2024-06-20 21:15	8	7
2024-06-20 21:30	8	9
2024-06-20 21:45	8	8
2024-06-20 22:00	2	2
2024-06-20 22:15	2	2
2024-06-20 22:30	3	4
2024-06-20 22:45	4	4
2024-06-20 23:00	2	4
2024-06-20 23:15	3	2
2024-06-20 23:30	4	3
2024-06-20 23:45	4	2
