时间戳	借车需求	还车需求
2024-06-26 00:00	0	0
2024-06-26 00:15	0	0
2024-06-26 00:30	0	0
2024-06-26 00:45	0	0
2024-06-26 01:00	0	0
2024-06-26 01:15	0	0
2024-06-26 01:30	0	0
2024-06-26 01:45	0	0
2024-06-26 02:00	0	0
2024-06-26 02:15	0	0
2024-06-26 02:30	0	0
2024-06-26 02:45	0	0
2024-06-26 03:00	0	0
2024-06-26 03:15	0	0
2024-06-26 03:30	0	0
2024-06-26 03:45	0	0
2024-06-26 04:00	0	1
2024-06-26 04:15	0	1
2024-06-26 04:30	1	1
2024-06-26 04:45	1	1
2024-06-26 05:00	1	2
2024-06-26 05:15	1	2
2024-06-26 05:30	2	3
2024-06-26 05:45	2	3
2024-06-26 06:00	3	3
2024-06-26 06:15	3	3
2024-06-26 06:30	3	6
2024-06-26 06:45	3	8
2024-06-26 07:00	6	13
2024-06-26 07:15	8	16
2024-06-26 07:30	8	21
2024-06-26 07:45	15	17
2024-06-26 08:00	20	14
2024-06-26 08:15	16	10
2024-06-26 08:30	12	7
2024-06-26 08:45	12	5
2024-06-26 09:00	6	4
2024-06-26 09:15	5	4
2024-06-26 09:30	6	3
2024-06-26 09:45	4	2
2024-06-26 10:00	3	3
2024-06-26 10:15	3	4
2024-06-26 10:30	3	4
2024-06-26 10:45	4	5
2024-06-26 11:00	4	6
2024-06-26 11:15	5	7
2024-06-26 11:30	6	8
2024-06-26 11:45	6	9
2024-06-26 12:00	8	7
2024-06-26 12:15	10	7
2024-06-26 12:30	8	6
2024-06-26 12:45	7	5
2024-06-26 13:00	9	4
2024-06-26 13:15	5	4
2024-06-26 13:30	4	3
2024-06-26 13:45	4	3
2024-06-26 14:00	3	4
2024-06-26 14:15	3	5
2024-06-26 14:30	4	6
2024-06-26 14:45	5	7
2024-06-26 15:00	3	8
2024-06-26 15:15	7	8
2024-06-26 15:30	8	10
2024-06-26 15:45	8	11
2024-06-26 16:00	10	13
2024-06-26 16:15	12	15
2024-06-26 16:30	11	17
2024-06-26 16:45	16	20
2024-06-26 17:00	18	22
2024-06-26 17:15	16	24
2024-06-26 17:30	22	26
2024-06-26 17:45	24	24
2024-06-26 18:00	24	22
2024-06-26 18:15	23	19
2024-06-26 18:30	21	17
2024-06-26 18:45	23	13
2024-06-26 19:00	15	11
2024-06-26 19:15	13	9
2024-06-26 19:30	13	8
2024-06-26 19:45	9	6
2024-06-26 20:00	7	5
2024-06-26 20:15	8	4
2024-06-26 20:30	5	4
2024-06-26 20:45	4	3
2024-06-26 21:00	4	3
2024-06-26 21:15	3	2
2024-06-26 21:30	2	1
2024-06-26 21:45	2	1
2024-06-26 22:00	1	1
2024-06-26 22:15	1	1
2024-06-26 22:30	1	1
2024-06-26 22:45	1	0
2024-06-26 23:00	1	0
2024-06-26 23:15	0	0
2024-06-26 23:30	0	0
2024-06-26 23:45	0	0
