时间戳	借车需求	还车需求
2024-06-23 00:00	0	5
2024-06-23 00:15	0	0
2024-06-23 00:30	0	0
2024-06-23 00:45	0	0
2024-06-23 01:00	0	2
2024-06-23 01:15	4	0
2024-06-23 01:30	0	0
2024-06-23 01:45	2	0
2024-06-23 02:00	0	3
2024-06-23 02:15	6	7
2024-06-23 02:30	8	0
2024-06-23 02:45	3	0
2024-06-23 03:00	4	3
2024-06-23 03:15	0	2
2024-06-23 03:30	1	0
2024-06-23 03:45	11	6
2024-06-23 04:00	2	3
2024-06-23 04:15	6	8
2024-06-23 04:30	0	0
2024-06-23 04:45	6	7
2024-06-23 05:00	8	2
2024-06-23 05:15	9	1
2024-06-23 05:30	15	3
2024-06-23 05:45	9	1
2024-06-23 06:00	10	0
2024-06-23 06:15	5	5
2024-06-23 06:30	20	11
2024-06-23 06:45	17	5
2024-06-23 07:00	63	13
2024-06-23 07:15	51	3
2024-06-23 07:30	54	15
2024-06-23 07:45	53	13
2024-06-23 08:00	77	35
2024-06-23 08:15	80	9
2024-06-23 08:30	74	47
2024-06-23 08:45	64	54
2024-06-23 09:00	31	55
2024-06-23 09:15	28	46
2024-06-23 09:30	23	51
2024-06-23 09:45	26	59
2024-06-23 10:00	11	76
2024-06-23 10:15	9	70
2024-06-23 10:30	24	20
2024-06-23 10:45	10	25
2024-06-23 11:00	11	13
2024-06-23 11:15	22	22
2024-06-23 11:30	21	22
2024-06-23 11:45	25	6
2024-06-23 12:00	20	23
2024-06-23 12:15	27	13
2024-06-23 12:30	25	14
2024-06-23 12:45	31	17
2024-06-23 13:00	25	16
2024-06-23 13:15	25	33
2024-06-23 13:30	14	19
2024-06-23 13:45	20	27
2024-06-23 14:00	11	14
2024-06-23 14:15	11	15
2024-06-23 14:30	12	11
2024-06-23 14:45	20	20
2024-06-23 15:00	20	13
2024-06-23 15:15	25	18
2024-06-23 15:30	25	26
2024-06-23 15:45	25	13
2024-06-23 16:00	36	16
2024-06-23 16:15	50	11
2024-06-23 16:30	48	17
2024-06-23 16:45	70	27
2024-06-23 17:00	75	35
2024-06-23 17:15	73	30
2024-06-23 17:30	80	80
2024-06-23 17:45	80	74
2024-06-23 18:00	80	74
2024-06-23 18:15	83	51
2024-06-23 18:30	81	79
2024-06-23 18:45	80	80
2024-06-23 19:00	83	64
2024-06-23 19:15	80	80
2024-06-23 19:30	79	80
2024-06-23 19:45	80	80
2024-06-23 20:00	51	83
2024-06-23 20:15	36	79
2024-06-23 20:30	35	79
2024-06-23 20:45	32	32
2024-06-23 21:00	25	62
2024-06-23 21:15	23	39
2024-06-23 21:30	27	22
2024-06-23 21:45	28	27
2024-06-23 22:00	13	26
2024-06-23 22:15	6	25
2024-06-23 22:30	1	30
2024-06-23 22:45	3	5
2024-06-23 23:00	0	29
2024-06-23 23:15	0	2
2024-06-23 23:30	5	19
2024-06-23 23:45	0	2
