时间戳	借车需求	还车需求
2024-06-26 00:00	0	0
2024-06-26 00:15	0	0
2024-06-26 00:30	0	0
2024-06-26 00:45	0	0
2024-06-26 01:00	0	0
2024-06-26 01:15	0	0
2024-06-26 01:30	0	0
2024-06-26 01:45	0	0
2024-06-26 02:00	0	0
2024-06-26 02:15	0	0
2024-06-26 02:30	0	0
2024-06-26 02:45	0	0
2024-06-26 03:00	0	0
2024-06-26 03:15	0	0
2024-06-26 03:30	0	0
2024-06-26 03:45	0	0
2024-06-26 04:00	0	0
2024-06-26 04:15	0	0
2024-06-26 04:30	0	0
2024-06-26 04:45	0	0
2024-06-26 05:00	0	0
2024-06-26 05:15	0	0
2024-06-26 05:30	0	0
2024-06-26 05:45	0	0
2024-06-26 06:00	1	0
2024-06-26 06:15	2	0
2024-06-26 06:30	2	3
2024-06-26 06:45	3	4
2024-06-26 07:00	11	12
2024-06-26 07:15	10	9
2024-06-26 07:30	12	13
2024-06-26 07:45	12	11
2024-06-26 08:00	12	11
2024-06-26 08:15	12	11
2024-06-26 08:30	12	13
2024-06-26 08:45	12	11
2024-06-26 09:00	12	11
2024-06-26 09:15	11	12
2024-06-26 09:30	12	11
2024-06-26 09:45	11	12
2024-06-26 10:00	4	6
2024-06-26 10:15	5	6
2024-06-26 10:30	3	3
2024-06-26 10:45	5	4
2024-06-26 11:00	3	2
2024-06-26 11:15	1	4
2024-06-26 11:30	2	1
2024-06-26 11:45	2	3
2024-06-26 12:00	5	3
2024-06-26 12:15	4	3
2024-06-26 12:30	4	4
2024-06-26 12:45	4	5
2024-06-26 13:00	6	3
2024-06-26 13:15	5	3
2024-06-26 13:30	5	4
2024-06-26 13:45	6	6
2024-06-26 14:00	4	4
2024-06-26 14:15	5	3
2024-06-26 14:30	5	5
2024-06-26 14:45	6	4
2024-06-26 15:00	4	4
2024-06-26 15:15	4	5
2024-06-26 15:30	5	3
2024-06-26 15:45	7	6
2024-06-26 16:00	6	6
2024-06-26 16:15	5	6
2024-06-26 16:30	4	4
2024-06-26 16:45	4	4
2024-06-26 17:00	12	11
2024-06-26 17:15	11	9
2024-06-26 17:30	12	10
2024-06-26 17:45	12	9
2024-06-26 18:00	12	8
2024-06-26 18:15	12	7
2024-06-26 18:30	12	10
2024-06-26 18:45	10	11
2024-06-26 19:00	9	10
2024-06-26 19:15	10	9
2024-06-26 19:30	9	10
2024-06-26 19:45	8	11
2024-06-26 20:00	3	4
2024-06-26 20:15	4	3
2024-06-26 20:30	4	4
2024-06-26 20:45	5	3
2024-06-26 21:00	2	3
2024-06-26 21:15	5	3
2024-06-26 21:30	5	4
2024-06-26 21:45	4	4
2024-06-26 22:00	0	0
2024-06-26 22:15	0	0
2024-06-26 22:30	2	0
2024-06-26 22:45	0	0
2024-06-26 23:00	1	1
2024-06-26 23:15	0	2
2024-06-26 23:30	0	0
2024-06-26 23:45	2	0
