时间戳	借车需求	还车需求
2024-06-22 00:00	0	0
2024-06-22 00:15	0	0
2024-06-22 00:30	0	0
2024-06-22 00:45	0	0
2024-06-22 01:00	0	0
2024-06-22 01:15	0	0
2024-06-22 01:30	0	0
2024-06-22 01:45	0	0
2024-06-22 02:00	0	0
2024-06-22 02:15	0	0
2024-06-22 02:30	0	0
2024-06-22 02:45	0	0
2024-06-22 03:00	0	0
2024-06-22 03:15	0	0
2024-06-22 03:30	0	0
2024-06-22 03:45	0	1
2024-06-22 04:00	0	1
2024-06-22 04:15	0	1
2024-06-22 04:30	1	1
2024-06-22 04:45	1	1
2024-06-22 05:00	1	1
2024-06-22 05:15	1	2
2024-06-22 05:30	1	2
2024-06-22 05:45	1	2
2024-06-22 06:00	2	3
2024-06-22 06:15	3	4
2024-06-22 06:30	3	6
2024-06-22 06:45	4	8
2024-06-22 07:00	6	14
2024-06-22 07:15	7	20
2024-06-22 07:30	9	17
2024-06-22 07:45	10	14
2024-06-22 08:00	11	12
2024-06-22 08:15	10	11
2024-06-22 08:30	17	8
2024-06-22 08:45	15	7
2024-06-22 09:00	12	7
2024-06-22 09:15	14	6
2024-06-22 09:30	8	5
2024-06-22 09:45	9	7
2024-06-22 10:00	5	7
2024-06-22 10:15	5	7
2024-06-22 10:30	6	9
2024-06-22 10:45	7	11
2024-06-22 11:00	6	12
2024-06-22 11:15	11	15
2024-06-22 11:30	13	16
2024-06-22 11:45	13	13
2024-06-22 12:00	16	11
2024-06-22 12:15	19	10
2024-06-22 12:30	15	7
2024-06-22 12:45	12	7
2024-06-22 13:00	14	6
2024-06-22 13:15	9	5
2024-06-22 13:30	7	4
2024-06-22 13:45	9	6
2024-06-22 14:00	6	7
2024-06-22 14:15	5	8
2024-06-22 14:30	7	10
2024-06-22 14:45	9	11
2024-06-22 15:00	10	11
2024-06-22 15:15	12	13
2024-06-22 15:30	12	15
2024-06-22 15:45	12	15
2024-06-22 16:00	14	18
2024-06-22 16:15	15	20
2024-06-22 16:30	17	23
2024-06-22 16:45	16	27
2024-06-22 17:00	33	42
2024-06-22 17:15	38	42
2024-06-22 17:30	40	39
2024-06-22 17:45	40	36
2024-06-22 18:00	45	33
2024-06-22 18:15	41	27
2024-06-22 18:30	37	23
2024-06-22 18:45	39	20
2024-06-22 19:00	29	16
2024-06-22 19:15	24	14
2024-06-22 19:30	24	11
2024-06-22 19:45	18	9
2024-06-22 20:00	11	6
2024-06-22 20:15	10	6
2024-06-22 20:30	12	5
2024-06-22 20:45	6	4
2024-06-22 21:00	5	3
2024-06-22 21:15	5	2
2024-06-22 21:30	4	2
2024-06-22 21:45	3	1
2024-06-22 22:00	3	1
2024-06-22 22:15	2	1
2024-06-22 22:30	1	0
2024-06-22 22:45	1	0
2024-06-22 23:00	1	0
2024-06-22 23:15	0	0
2024-06-22 23:30	0	0
2024-06-22 23:45	0	0
