时间戳	借车需求	还车需求
2024-06-30 00:00	0	0
2024-06-30 00:15	0	0
2024-06-30 00:30	0	0
2024-06-30 00:45	0	0
2024-06-30 01:00	0	0
2024-06-30 01:15	0	0
2024-06-30 01:30	0	0
2024-06-30 01:45	0	0
2024-06-30 02:00	0	0
2024-06-30 02:15	0	0
2024-06-30 02:30	0	0
2024-06-30 02:45	0	0
2024-06-30 03:00	0	0
2024-06-30 03:15	0	0
2024-06-30 03:30	0	0
2024-06-30 03:45	0	0
2024-06-30 04:00	0	0
2024-06-30 04:15	0	0
2024-06-30 04:30	0	0
2024-06-30 04:45	0	0
2024-06-30 05:00	0	0
2024-06-30 05:15	0	1
2024-06-30 05:30	1	1
2024-06-30 05:45	1	2
2024-06-30 06:00	2	2
2024-06-30 06:15	1	1
2024-06-30 06:30	2	2
2024-06-30 06:45	2	2
2024-06-30 07:00	5	6
2024-06-30 07:15	8	10
2024-06-30 07:30	6	8
2024-06-30 07:45	15	13
2024-06-30 08:00	18	19
2024-06-30 08:15	17	8
2024-06-30 08:30	17	12
2024-06-30 08:45	11	5
2024-06-30 09:00	11	7
2024-06-30 09:15	4	4
2024-06-30 09:30	5	4
2024-06-30 09:45	4	3
2024-06-30 10:00	4	6
2024-06-30 10:15	3	3
2024-06-30 10:30	5	5
2024-06-30 10:45	6	7
2024-06-30 11:00	6	8
2024-06-30 11:15	6	7
2024-06-30 11:30	7	8
2024-06-30 11:45	8	10
2024-06-30 12:00	6	6
2024-06-30 12:15	13	9
2024-06-30 12:30	11	9
2024-06-30 12:45	7	7
2024-06-30 13:00	8	6
2024-06-30 13:15	7	7
2024-06-30 13:30	5	5
2024-06-30 13:45	6	5
2024-06-30 14:00	4	4
2024-06-30 14:15	3	3
2024-06-30 14:30	4	4
2024-06-30 14:45	5	5
2024-06-30 15:00	5	5
2024-06-30 15:15	6	7
2024-06-30 15:30	5	7
2024-06-30 15:45	6	6
2024-06-30 16:00	7	9
2024-06-30 16:15	7	7
2024-06-30 16:30	9	10
2024-06-30 16:45	9	10
2024-06-30 17:00	15	16
2024-06-30 17:15	15	16
2024-06-30 17:30	12	12
2024-06-30 17:45	17	17
2024-06-30 18:00	19	18
2024-06-30 18:15	11	12
2024-06-30 18:30	12	12
2024-06-30 18:45	9	9
2024-06-30 19:00	9	5
2024-06-30 19:15	5	5
2024-06-30 19:30	4	4
2024-06-30 19:45	6	3
2024-06-30 20:00	3	2
2024-06-30 20:15	2	2
2024-06-30 20:30	2	2
2024-06-30 20:45	1	1
2024-06-30 21:00	1	1
2024-06-30 21:15	1	1
2024-06-30 21:30	1	1
2024-06-30 21:45	0	0
2024-06-30 22:00	0	0
2024-06-30 22:15	0	0
2024-06-30 22:30	0	0
2024-06-30 22:45	0	0
2024-06-30 23:00	0	0
2024-06-30 23:15	0	0
2024-06-30 23:30	0	0
2024-06-30 23:45	0	0
