时间戳	借车需求	还车需求
2024-06-21 00:00	0	0
2024-06-21 00:15	0	1
2024-06-21 00:30	0	0
2024-06-21 00:45	7	0
2024-06-21 01:00	0	6
2024-06-21 01:15	0	4
2024-06-21 01:30	0	0
2024-06-21 01:45	0	4
2024-06-21 02:00	1	3
2024-06-21 02:15	0	7
2024-06-21 02:30	0	4
2024-06-21 02:45	0	0
2024-06-21 03:00	0	0
2024-06-21 03:15	0	0
2024-06-21 03:30	7	2
2024-06-21 03:45	2	0
2024-06-21 04:00	0	0
2024-06-21 04:15	1	0
2024-06-21 04:30	0	7
2024-06-21 04:45	6	0
2024-06-21 05:00	5	0
2024-06-21 05:15	5	4
2024-06-21 05:30	0	0
2024-06-21 05:45	0	0
2024-06-21 06:00	18	14
2024-06-21 06:15	16	29
2024-06-21 06:30	14	26
2024-06-21 06:45	14	17
2024-06-21 07:00	59	52
2024-06-21 07:15	41	59
2024-06-21 07:30	42	45
2024-06-21 07:45	57	41
2024-06-21 08:00	45	55
2024-06-21 08:15	46	65
2024-06-21 08:30	52	51
2024-06-21 08:45	48	49
2024-06-21 09:00	58	68
2024-06-21 09:15	44	68
2024-06-21 09:30	47	47
2024-06-21 09:45	45	53
2024-06-21 10:00	24	5
2024-06-21 10:15	15	14
2024-06-21 10:30	11	7
2024-06-21 10:45	25	26
2024-06-21 11:00	11	17
2024-06-21 11:15	13	26
2024-06-21 11:30	20	22
2024-06-21 11:45	17	14
2024-06-21 12:00	19	22
2024-06-21 12:15	25	12
2024-06-21 12:30	24	23
2024-06-21 12:45	28	29
2024-06-21 13:00	25	33
2024-06-21 13:15	20	25
2024-06-21 13:30	21	29
2024-06-21 13:45	16	18
2024-06-21 14:00	12	17
2024-06-21 14:15	6	22
2024-06-21 14:30	13	35
2024-06-21 14:45	22	19
2024-06-21 15:00	10	14
2024-06-21 15:15	10	12
2024-06-21 15:30	24	28
2024-06-21 15:45	22	30
2024-06-21 16:00	12	18
2024-06-21 16:15	17	14
2024-06-21 16:30	10	13
2024-06-21 16:45	12	19
2024-06-21 17:00	58	36
2024-06-21 17:15	60	58
2024-06-21 17:30	55	50
2024-06-21 17:45	49	54
2024-06-21 18:00	54	62
2024-06-21 18:15	59	61
2024-06-21 18:30	58	40
2024-06-21 18:45	48	75
2024-06-21 19:00	46	41
2024-06-21 19:15	48	63
2024-06-21 19:30	47	56
2024-06-21 19:45	55	44
2024-06-21 20:00	25	24
2024-06-21 20:15	10	19
2024-06-21 20:30	22	17
2024-06-21 20:45	8	25
2024-06-21 21:00	13	25
2024-06-21 21:15	25	5
2024-06-21 21:30	15	16
2024-06-21 21:45	24	21
2024-06-21 22:00	0	0
2024-06-21 22:15	5	1
2024-06-21 22:30	0	2
2024-06-21 22:45	0	5
2024-06-21 23:00	5	0
2024-06-21 23:15	7	0
2024-06-21 23:30	7	7
2024-06-21 23:45	6	0
