时间戳	借车需求	还车需求
2024-06-21 00:00	0	2
2024-06-21 00:15	0	1
2024-06-21 00:30	0	0
2024-06-21 00:45	0	4
2024-06-21 01:00	2	4
2024-06-21 01:15	7	3
2024-06-21 01:30	2	0
2024-06-21 01:45	1	0
2024-06-21 02:00	0	6
2024-06-21 02:15	0	3
2024-06-21 02:30	0	0
2024-06-21 02:45	4	2
2024-06-21 03:00	0	0
2024-06-21 03:15	0	1
2024-06-21 03:30	0	3
2024-06-21 03:45	1	6
2024-06-21 04:00	0	0
2024-06-21 04:15	1	3
2024-06-21 04:30	0	0
2024-06-21 04:45	0	0
2024-06-21 05:00	0	0
2024-06-21 05:15	14	21
2024-06-21 05:30	16	9
2024-06-21 05:45	18	18
2024-06-21 06:00	13	17
2024-06-21 06:15	24	16
2024-06-21 06:30	14	14
2024-06-21 06:45	14	12
2024-06-21 07:00	35	35
2024-06-21 07:15	35	35
2024-06-21 07:30	35	30
2024-06-21 07:45	35	35
2024-06-21 08:00	35	35
2024-06-21 08:15	35	35
2024-06-21 08:30	35	35
2024-06-21 08:45	35	35
2024-06-21 09:00	33	35
2024-06-21 09:15	20	16
2024-06-21 09:30	10	16
2024-06-21 09:45	15	12
2024-06-21 10:00	16	9
2024-06-21 10:15	10	19
2024-06-21 10:30	17	20
2024-06-21 10:45	21	12
2024-06-21 11:00	20	14
2024-06-21 11:15	12	15
2024-06-21 11:30	17	20
2024-06-21 11:45	13	18
2024-06-21 12:00	16	20
2024-06-21 12:15	20	15
2024-06-21 12:30	18	21
2024-06-21 12:45	21	14
2024-06-21 13:00	17	14
2024-06-21 13:15	11	15
2024-06-21 13:30	9	10
2024-06-21 13:45	19	22
2024-06-21 14:00	15	12
2024-06-21 14:15	15	12
2024-06-21 14:30	12	18
2024-06-21 14:45	22	20
2024-06-21 15:00	18	18
2024-06-21 15:15	17	22
2024-06-21 15:30	16	19
2024-06-21 15:45	22	18
2024-06-21 16:00	12	19
2024-06-21 16:15	23	19
2024-06-21 16:30	21	9
2024-06-21 16:45	18	20
2024-06-21 17:00	28	21
2024-06-21 17:15	24	32
2024-06-21 17:30	29	22
2024-06-21 17:45	21	25
2024-06-21 18:00	23	23
2024-06-21 18:15	27	30
2024-06-21 18:30	30	28
2024-06-21 18:45	20	30
2024-06-21 19:00	31	24
2024-06-21 19:15	15	17
2024-06-21 19:30	19	17
2024-06-21 19:45	19	11
2024-06-21 20:00	13	11
2024-06-21 20:15	10	17
2024-06-21 20:30	16	10
2024-06-21 20:45	8	19
2024-06-21 21:00	21	14
2024-06-21 21:15	22	17
2024-06-21 21:30	18	14
2024-06-21 21:45	14	11
2024-06-21 22:00	1	1
2024-06-21 22:15	0	0
2024-06-21 22:30	1	6
2024-06-21 22:45	3	0
2024-06-21 23:00	0	0
2024-06-21 23:15	0	0
2024-06-21 23:30	0	0
2024-06-21 23:45	2	0
