时间戳	借车需求	还车需求
2024-06-22 00:00	0	0
2024-06-22 00:15	0	0
2024-06-22 00:30	0	0
2024-06-22 00:45	0	0
2024-06-22 01:00	0	0
2024-06-22 01:15	0	0
2024-06-22 01:30	0	0
2024-06-22 01:45	0	0
2024-06-22 02:00	0	0
2024-06-22 02:15	0	0
2024-06-22 02:30	0	0
2024-06-22 02:45	0	0
2024-06-22 03:00	0	0
2024-06-22 03:15	0	0
2024-06-22 03:30	0	0
2024-06-22 03:45	0	0
2024-06-22 04:00	0	0
2024-06-22 04:15	0	0
2024-06-22 04:30	1	1
2024-06-22 04:45	1	1
2024-06-22 05:00	1	1
2024-06-22 05:15	1	1
2024-06-22 05:30	1	2
2024-06-22 05:45	1	2
2024-06-22 06:00	2	2
2024-06-22 06:15	2	2
2024-06-22 06:30	2	4
2024-06-22 06:45	2	6
2024-06-22 07:00	4	6
2024-06-22 07:15	6	11
2024-06-22 07:30	5	15
2024-06-22 07:45	11	13
2024-06-22 08:00	15	11
2024-06-22 08:15	13	13
2024-06-22 08:30	11	6
2024-06-22 08:45	13	5
2024-06-22 09:00	6	5
2024-06-22 09:15	5	4
2024-06-22 09:30	5	3
2024-06-22 09:45	4	3
2024-06-22 10:00	3	4
2024-06-22 10:15	5	4
2024-06-22 10:30	4	5
2024-06-22 10:45	5	7
2024-06-22 11:00	5	5
2024-06-22 11:15	7	9
2024-06-22 11:30	8	11
2024-06-22 11:45	7	9
2024-06-22 12:00	11	9
2024-06-22 12:15	12	8
2024-06-22 12:30	10	7
2024-06-22 12:45	9	9
2024-06-22 13:00	9	5
2024-06-22 13:15	6	4
2024-06-22 13:30	5	4
2024-06-22 13:45	5	3
2024-06-22 14:00	4	5
2024-06-22 14:15	3	6
2024-06-22 14:30	5	5
2024-06-22 14:45	6	8
2024-06-22 15:00	4	8
2024-06-22 15:15	8	9
2024-06-22 15:30	8	10
2024-06-22 15:45	9	10
2024-06-22 16:00	10	13
2024-06-22 16:15	8	15
2024-06-22 16:30	13	15
2024-06-22 16:45	15	19
2024-06-22 17:00	13	22
2024-06-22 17:15	20	21
2024-06-22 17:30	23	27
2024-06-22 17:45	23	25
2024-06-22 18:00	27	23
2024-06-22 18:15	25	24
2024-06-22 18:30	24	18
2024-06-22 18:45	25	15
2024-06-22 19:00	18	17
2024-06-22 19:15	15	11
2024-06-22 19:30	17	9
2024-06-22 19:45	11	9
2024-06-22 20:00	9	6
2024-06-22 20:15	9	5
2024-06-22 20:30	6	5
2024-06-22 20:45	5	5
2024-06-22 21:00	5	4
2024-06-22 21:15	5	3
2024-06-22 21:30	4	3
2024-06-22 21:45	3	1
2024-06-22 22:00	3	1
2024-06-22 22:15	1	1
2024-06-22 22:30	1	1
2024-06-22 22:45	1	0
2024-06-22 23:00	1	0
2024-06-22 23:15	0	0
2024-06-22 23:30	0	0
2024-06-22 23:45	0	0
