时间戳	借车需求	还车需求
2024-06-19 00:00	0	0
2024-06-19 00:15	0	0
2024-06-19 00:30	0	0
2024-06-19 00:45	0	0
2024-06-19 01:00	0	0
2024-06-19 01:15	0	0
2024-06-19 01:30	0	0
2024-06-19 01:45	0	0
2024-06-19 02:00	0	0
2024-06-19 02:15	0	0
2024-06-19 02:30	0	0
2024-06-19 02:45	0	0
2024-06-19 03:00	0	0
2024-06-19 03:15	0	0
2024-06-19 03:30	0	0
2024-06-19 03:45	0	0
2024-06-19 04:00	0	0
2024-06-19 04:15	0	0
2024-06-19 04:30	0	0
2024-06-19 04:45	0	0
2024-06-19 05:00	0	1
2024-06-19 05:15	0	1
2024-06-19 05:30	1	1
2024-06-19 05:45	1	1
2024-06-19 06:00	2	2
2024-06-19 06:15	2	2
2024-06-19 06:30	2	2
2024-06-19 06:45	2	5
2024-06-19 07:00	10	7
2024-06-19 07:15	11	3
2024-06-19 07:30	10	5
2024-06-19 07:45	25	9
2024-06-19 08:00	37	9
2024-06-19 08:15	35	9
2024-06-19 08:30	32	22
2024-06-19 08:45	35	13
2024-06-19 09:00	15	10
2024-06-19 09:15	7	12
2024-06-19 09:30	7	4
2024-06-19 09:45	7	4
2024-06-19 10:00	5	3
2024-06-19 10:15	3	5
2024-06-19 10:30	5	4
2024-06-19 10:45	7	8
2024-06-19 11:00	7	6
2024-06-19 11:15	9	6
2024-06-19 11:30	10	7
2024-06-19 11:45	10	7
2024-06-19 12:00	13	17
2024-06-19 12:15	15	10
2024-06-19 12:30	15	18
2024-06-19 12:45	12	14
2024-06-19 13:00	11	6
2024-06-19 13:15	14	7
2024-06-19 13:30	7	9
2024-06-19 13:45	6	4
2024-06-19 14:00	9	3
2024-06-19 14:15	3	5
2024-06-19 14:30	5	4
2024-06-19 14:45	7	7
2024-06-19 15:00	6	5
2024-06-19 15:15	7	4
2024-06-19 15:30	9	9
2024-06-19 15:45	9	5
2024-06-19 16:00	7	11
2024-06-19 16:15	12	11
2024-06-19 16:30	10	24
2024-06-19 16:45	12	20
2024-06-19 17:00	22	9
2024-06-19 17:15	20	9
2024-06-19 17:30	31	12
2024-06-19 17:45	24	12
2024-06-19 18:00	31	15
2024-06-19 18:15	25	12
2024-06-19 18:30	23	26
2024-06-19 18:45	24	9
2024-06-19 19:00	12	10
2024-06-19 19:15	7	8
2024-06-19 19:30	7	6
2024-06-19 19:45	5	6
2024-06-19 20:00	3	3
2024-06-19 20:15	3	4
2024-06-19 20:30	3	3
2024-06-19 20:45	2	3
2024-06-19 21:00	2	2
2024-06-19 21:15	1	3
2024-06-19 21:30	1	1
2024-06-19 21:45	1	0
2024-06-19 22:00	0	2
2024-06-19 22:15	0	0
2024-06-19 22:30	0	0
2024-06-19 22:45	0	0
2024-06-19 23:00	0	0
2024-06-19 23:15	0	0
2024-06-19 23:30	0	0
2024-06-19 23:45	0	0
