时间戳	借车需求	还车需求
2024-06-22 00:00	0	0
2024-06-22 00:15	3	1
2024-06-22 00:30	1	1
2024-06-22 00:45	1	2
2024-06-22 01:00	2	1
2024-06-22 01:15	4	0
2024-06-22 01:30	1	1
2024-06-22 01:45	1	2
2024-06-22 02:00	0	4
2024-06-22 02:15	0	0
2024-06-22 02:30	1	0
2024-06-22 02:45	1	0
2024-06-22 03:00	1	0
2024-06-22 03:15	2	2
2024-06-22 03:30	3	2
2024-06-22 03:45	0	0
2024-06-22 04:00	2	2
2024-06-22 04:15	0	0
2024-06-22 04:30	2	0
2024-06-22 04:45	3	3
2024-06-22 05:00	1	1
2024-06-22 05:15	3	2
2024-06-22 05:30	1	3
2024-06-22 05:45	2	1
2024-06-22 06:00	3	3
2024-06-22 06:15	3	2
2024-06-22 06:30	6	5
2024-06-22 06:45	3	2
2024-06-22 07:00	3	3
2024-06-22 07:15	8	7
2024-06-22 07:30	8	5
2024-06-22 07:45	14	10
2024-06-22 08:00	15	11
2024-06-22 08:15	11	7
2024-06-22 08:30	16	14
2024-06-22 08:45	14	10
2024-06-22 09:00	25	18
2024-06-22 09:15	7	6
2024-06-22 09:30	12	10
2024-06-22 09:45	8	8
2024-06-22 10:00	10	8
2024-06-22 10:15	12	8
2024-06-22 10:30	7	5
2024-06-22 10:45	9	7
2024-06-22 11:00	11	9
2024-06-22 11:15	7	6
2024-06-22 11:30	9	6
2024-06-22 11:45	7	5
2024-06-22 12:00	8	7
2024-06-22 12:15	3	2
2024-06-22 12:30	5	4
2024-06-22 12:45	2	5
2024-06-22 13:00	10	10
2024-06-22 13:15	8	6
2024-06-22 13:30	11	5
2024-06-22 13:45	12	9
2024-06-22 14:00	13	10
2024-06-22 14:15	15	10
2024-06-22 14:30	12	11
2024-06-22 14:45	11	9
2024-06-22 15:00	13	11
2024-06-22 15:15	14	9
2024-06-22 15:30	8	6
2024-06-22 15:45	11	8
2024-06-22 16:00	14	9
2024-06-22 16:15	8	7
2024-06-22 16:30	6	6
2024-06-22 16:45	9	7
2024-06-22 17:00	16	14
2024-06-22 17:15	20	16
2024-06-22 17:30	31	21
2024-06-22 17:45	28	22
2024-06-22 18:00	31	24
2024-06-22 18:15	46	33
2024-06-22 18:30	50	35
2024-06-22 18:45	47	40
2024-06-22 19:00	50	39
2024-06-22 19:15	34	27
2024-06-22 19:30	32	23
2024-06-22 19:45	23	21
2024-06-22 20:00	21	22
2024-06-22 20:15	21	20
2024-06-22 20:30	20	16
2024-06-22 20:45	22	20
2024-06-22 21:00	15	15
2024-06-22 21:15	14	10
2024-06-22 21:30	10	9
2024-06-22 21:45	7	7
2024-06-22 22:00	3	2
2024-06-22 22:15	5	5
2024-06-22 22:30	3	3
2024-06-22 22:45	1	1
2024-06-22 23:00	0	0
2024-06-22 23:15	3	3
2024-06-22 23:30	5	4
2024-06-22 23:45	1	1
