时间戳	借车需求	还车需求
2024-06-25 00:00	0	4
2024-06-25 00:15	0	0
2024-06-25 00:30	0	0
2024-06-25 00:45	0	4
2024-06-25 01:00	5	0
2024-06-25 01:15	6	0
2024-06-25 01:30	2	0
2024-06-25 01:45	6	4
2024-06-25 02:00	4	2
2024-06-25 02:15	4	8
2024-06-25 02:30	3	8
2024-06-25 02:45	2	5
2024-06-25 03:00	0	5
2024-06-25 03:15	4	0
2024-06-25 03:30	10	0
2024-06-25 03:45	0	0
2024-06-25 04:00	5	5
2024-06-25 04:15	8	7
2024-06-25 04:30	6	5
2024-06-25 04:45	1	0
2024-06-25 05:00	0	0
2024-06-25 05:15	7	1
2024-06-25 05:30	0	0
2024-06-25 05:45	0	3
2024-06-25 06:00	10	4
2024-06-25 06:15	7	0
2024-06-25 06:30	8	5
2024-06-25 06:45	2	12
2024-06-25 07:00	4	8
2024-06-25 07:15	9	11
2024-06-25 07:30	2	1
2024-06-25 07:45	3	2
2024-06-25 08:00	22	20
2024-06-25 08:15	14	23
2024-06-25 08:30	20	22
2024-06-25 08:45	22	27
2024-06-25 09:00	12	16
2024-06-25 09:15	22	15
2024-06-25 09:30	16	18
2024-06-25 09:45	21	17
2024-06-25 10:00	10	11
2024-06-25 10:15	14	10
2024-06-25 10:30	12	16
2024-06-25 10:45	6	3
2024-06-25 11:00	12	13
2024-06-25 11:15	13	10
2024-06-25 11:30	14	5
2024-06-25 11:45	14	11
2024-06-25 12:00	8	13
2024-06-25 12:15	5	12
2024-06-25 12:30	11	12
2024-06-25 12:45	12	11
2024-06-25 13:00	8	15
2024-06-25 13:15	10	9
2024-06-25 13:30	11	3
2024-06-25 13:45	8	11
2024-06-25 14:00	12	5
2024-06-25 14:15	4	8
2024-06-25 14:30	3	7
2024-06-25 14:45	11	3
2024-06-25 15:00	2	10
2024-06-25 15:15	12	3
2024-06-25 15:30	3	10
2024-06-25 15:45	4	5
2024-06-25 16:00	3	0
2024-06-25 16:15	1	9
2024-06-25 16:30	5	7
2024-06-25 16:45	7	11
2024-06-25 17:00	16	14
2024-06-25 17:15	16	22
2024-06-25 17:30	13	21
2024-06-25 17:45	16	21
2024-06-25 18:00	14	18
2024-06-25 18:15	25	14
2024-06-25 18:30	23	15
2024-06-25 18:45	17	20
2024-06-25 19:00	3	9
2024-06-25 19:15	10	15
2024-06-25 19:30	8	7
2024-06-25 19:45	5	10
2024-06-25 20:00	4	3
2024-06-25 20:15	13	10
2024-06-25 20:30	15	5
2024-06-25 20:45	5	13
2024-06-25 21:00	9	10
2024-06-25 21:15	12	9
2024-06-25 21:30	12	13
2024-06-25 21:45	6	4
2024-06-25 22:00	0	4
2024-06-25 22:15	6	0
2024-06-25 22:30	8	2
2024-06-25 22:45	0	0
2024-06-25 23:00	4	1
2024-06-25 23:15	0	0
2024-06-25 23:30	6	0
2024-06-25 23:45	4	1
