时间戳	借车需求	还车需求
2024-06-25 00:00	0	0
2024-06-25 00:15	0	0
2024-06-25 00:30	0	0
2024-06-25 00:45	0	0
2024-06-25 01:00	0	0
2024-06-25 01:15	0	0
2024-06-25 01:30	0	0
2024-06-25 01:45	0	0
2024-06-25 02:00	0	0
2024-06-25 02:15	0	0
2024-06-25 02:30	0	0
2024-06-25 02:45	0	0
2024-06-25 03:00	0	0
2024-06-25 03:15	0	0
2024-06-25 03:30	0	0
2024-06-25 03:45	0	0
2024-06-25 04:00	0	0
2024-06-25 04:15	0	0
2024-06-25 04:30	1	1
2024-06-25 04:45	1	1
2024-06-25 05:00	2	2
2024-06-25 05:15	2	2
2024-06-25 05:30	2	2
2024-06-25 05:45	3	3
2024-06-25 06:00	5	5
2024-06-25 06:15	4	4
2024-06-25 06:30	6	5
2024-06-25 06:45	6	6
2024-06-25 07:00	11	12
2024-06-25 07:15	10	13
2024-06-25 07:30	12	11
2024-06-25 07:45	9	11
2024-06-25 08:00	17	20
2024-06-25 08:15	16	15
2024-06-25 08:30	13	12
2024-06-25 08:45	13	14
2024-06-25 09:00	9	10
2024-06-25 09:15	9	6
2024-06-25 09:30	9	9
2024-06-25 09:45	5	4
2024-06-25 10:00	7	7
2024-06-25 10:15	6	7
2024-06-25 10:30	6	7
2024-06-25 10:45	7	9
2024-06-25 11:00	5	4
2024-06-25 11:15	6	7
2024-06-25 11:30	5	4
2024-06-25 11:45	15	19
2024-06-25 12:00	15	13
2024-06-25 12:15	14	15
2024-06-25 12:30	17	12
2024-06-25 12:45	11	10
2024-06-25 13:00	9	8
2024-06-25 13:15	9	7
2024-06-25 13:30	9	10
2024-06-25 13:45	8	10
2024-06-25 14:00	8	6
2024-06-25 14:15	8	7
2024-06-25 14:30	9	10
2024-06-25 14:45	8	10
2024-06-25 15:00	10	11
2024-06-25 15:15	9	9
2024-06-25 15:30	13	10
2024-06-25 15:45	13	12
2024-06-25 16:00	14	18
2024-06-25 16:15	13	10
2024-06-25 16:30	18	14
2024-06-25 16:45	19	14
2024-06-25 17:00	18	18
2024-06-25 17:15	15	18
2024-06-25 17:30	18	16
2024-06-25 17:45	18	13
2024-06-25 18:00	13	9
2024-06-25 18:15	19	17
2024-06-25 18:30	10	11
2024-06-25 18:45	9	10
2024-06-25 19:00	10	10
2024-06-25 19:15	10	9
2024-06-25 19:30	8	6
2024-06-25 19:45	10	11
2024-06-25 20:00	6	8
2024-06-25 20:15	5	5
2024-06-25 20:30	6	6
2024-06-25 20:45	4	5
2024-06-25 21:00	5	4
2024-06-25 21:15	3	3
2024-06-25 21:30	3	3
2024-06-25 21:45	2	2
2024-06-25 22:00	2	2
2024-06-25 22:15	1	1
2024-06-25 22:30	1	1
2024-06-25 22:45	1	1
2024-06-25 23:00	0	0
2024-06-25 23:15	0	0
2024-06-25 23:30	0	0
2024-06-25 23:45	0	0
