时间戳	借车需求	还车需求
2024-06-28 00:00	2	0
2024-06-28 00:15	0	2
2024-06-28 00:30	5	0
2024-06-28 00:45	0	0
2024-06-28 01:00	4	0
2024-06-28 01:15	8	3
2024-06-28 01:30	0	3
2024-06-28 01:45	2	0
2024-06-28 02:00	6	0
2024-06-28 02:15	0	8
2024-06-28 02:30	6	0
2024-06-28 02:45	6	1
2024-06-28 03:00	7	1
2024-06-28 03:15	0	5
2024-06-28 03:30	0	0
2024-06-28 03:45	9	4
2024-06-28 04:00	2	5
2024-06-28 04:15	2	0
2024-06-28 04:30	8	6
2024-06-28 04:45	0	10
2024-06-28 05:00	10	2
2024-06-28 05:15	2	3
2024-06-28 05:30	7	12
2024-06-28 05:45	10	2
2024-06-28 06:00	20	0
2024-06-28 06:15	13	3
2024-06-28 06:30	13	7
2024-06-28 06:45	20	8
2024-06-28 07:00	49	14
2024-06-28 07:15	51	3
2024-06-28 07:30	54	13
2024-06-28 07:45	50	13
2024-06-28 08:00	80	39
2024-06-28 08:15	76	9
2024-06-28 08:30	72	66
2024-06-28 08:45	80	46
2024-06-28 09:00	31	70
2024-06-28 09:15	35	36
2024-06-28 09:30	22	57
2024-06-28 09:45	35	57
2024-06-28 10:00	8	73
2024-06-28 10:15	2	80
2024-06-28 10:30	17	24
2024-06-28 10:45	14	15
2024-06-28 11:00	21	16
2024-06-28 11:15	16	26
2024-06-28 11:30	19	18
2024-06-28 11:45	30	1
2024-06-28 12:00	12	16
2024-06-28 12:15	45	10
2024-06-28 12:30	21	19
2024-06-28 12:45	28	13
2024-06-28 13:00	24	25
2024-06-28 13:15	23	29
2024-06-28 13:30	20	22
2024-06-28 13:45	15	25
2024-06-28 14:00	22	15
2024-06-28 14:15	10	13
2024-06-28 14:30	23	19
2024-06-28 14:45	20	20
2024-06-28 15:00	20	22
2024-06-28 15:15	17	13
2024-06-28 15:30	23	16
2024-06-28 15:45	18	12
2024-06-28 16:00	49	22
2024-06-28 16:15	45	19
2024-06-28 16:30	39	19
2024-06-28 16:45	80	21
2024-06-28 17:00	80	34
2024-06-28 17:15	76	19
2024-06-28 17:30	80	65
2024-06-28 17:45	80	76
2024-06-28 18:00	80	62
2024-06-28 18:15	80	50
2024-06-28 18:30	80	66
2024-06-28 18:45	80	80
2024-06-28 19:00	80	52
2024-06-28 19:15	80	80
2024-06-28 19:30	71	80
2024-06-28 19:45	80	80
2024-06-28 20:00	33	80
2024-06-28 20:15	40	83
2024-06-28 20:30	46	72
2024-06-28 20:45	28	30
2024-06-28 21:00	19	75
2024-06-28 21:15	27	35
2024-06-28 21:30	22	23
2024-06-28 21:45	25	16
2024-06-28 22:00	14	25
2024-06-28 22:15	7	20
2024-06-28 22:30	4	19
2024-06-28 22:45	0	14
2024-06-28 23:00	1	24
2024-06-28 23:15	3	3
2024-06-28 23:30	1	24
2024-06-28 23:45	3	0
