时间戳	借车需求	还车需求
2024-06-29 00:00	1	0
2024-06-29 00:15	0	1
2024-06-29 00:30	1	1
2024-06-29 00:45	0	1
2024-06-29 01:00	1	0
2024-06-29 01:15	1	0
2024-06-29 01:30	1	0
2024-06-29 01:45	0	0
2024-06-29 02:00	0	0
2024-06-29 02:15	0	0
2024-06-29 02:30	0	0
2024-06-29 02:45	0	0
2024-06-29 03:00	0	0
2024-06-29 03:15	0	0
2024-06-29 03:30	0	0
2024-06-29 03:45	0	0
2024-06-29 04:00	0	0
2024-06-29 04:15	0	2
2024-06-29 04:30	0	2
2024-06-29 04:45	0	1
2024-06-29 05:00	2	1
2024-06-29 05:15	1	2
2024-06-29 05:30	1	1
2024-06-29 05:45	1	1
2024-06-29 06:00	2	1
2024-06-29 06:15	1	13
2024-06-29 06:30	1	11
2024-06-29 06:45	2	9
2024-06-29 07:00	12	12
2024-06-29 07:15	12	11
2024-06-29 07:30	9	14
2024-06-29 07:45	12	8
2024-06-29 08:00	15	17
2024-06-29 08:15	15	6
2024-06-29 08:30	11	5
2024-06-29 08:45	17	5
2024-06-29 09:00	7	8
2024-06-29 09:15	5	10
2024-06-29 09:30	5	12
2024-06-29 09:45	9	12
2024-06-29 10:00	10	6
2024-06-29 10:15	10	6
2024-06-29 10:30	15	6
2024-06-29 10:45	5	8
2024-06-29 11:00	9	12
2024-06-29 11:15	6	12
2024-06-29 11:30	12	7
2024-06-29 11:45	13	10
2024-06-29 12:00	13	14
2024-06-29 12:15	9	19
2024-06-29 12:30	11	19
2024-06-29 12:45	16	16
2024-06-29 13:00	13	17
2024-06-29 13:15	17	10
2024-06-29 13:30	18	11
2024-06-29 13:45	16	12
2024-06-29 14:00	8	9
2024-06-29 14:15	11	7
2024-06-29 14:30	13	13
2024-06-29 14:45	7	10
2024-06-29 15:00	11	7
2024-06-29 15:15	10	6
2024-06-29 15:30	13	7
2024-06-29 15:45	10	10
2024-06-29 16:00	7	7
2024-06-29 16:15	7	18
2024-06-29 16:30	12	19
2024-06-29 16:45	9	19
2024-06-29 17:00	18	11
2024-06-29 17:15	15	13
2024-06-29 17:30	18	12
2024-06-29 17:45	14	15
2024-06-29 18:00	11	10
2024-06-29 18:15	11	3
2024-06-29 18:30	14	8
2024-06-29 18:45	13	6
2024-06-29 19:00	4	7
2024-06-29 19:15	7	6
2024-06-29 19:30	6	3
2024-06-29 19:45	8	6
2024-06-29 20:00	5	3
2024-06-29 20:15	5	7
2024-06-29 20:30	7	7
2024-06-29 20:45	3	5
2024-06-29 21:00	7	5
2024-06-29 21:15	6	1
2024-06-29 21:30	5	1
2024-06-29 21:45	6	0
2024-06-29 22:00	1	1
2024-06-29 22:15	1	1
2024-06-29 22:30	0	0
2024-06-29 22:45	1	1
2024-06-29 23:00	1	1
2024-06-29 23:15	0	1
2024-06-29 23:30	1	0
2024-06-29 23:45	1	1
