时间戳	借车需求	还车需求
2024-06-17 00:00	0	0
2024-06-17 00:15	0	0
2024-06-17 00:30	0	0
2024-06-17 00:45	0	0
2024-06-17 01:00	0	0
2024-06-17 01:15	0	0
2024-06-17 01:30	0	0
2024-06-17 01:45	0	0
2024-06-17 02:00	0	0
2024-06-17 02:15	0	0
2024-06-17 02:30	0	0
2024-06-17 02:45	0	0
2024-06-17 03:00	0	0
2024-06-17 03:15	0	0
2024-06-17 03:30	0	0
2024-06-17 03:45	0	0
2024-06-17 04:00	0	0
2024-06-17 04:15	0	0
2024-06-17 04:30	1	2
2024-06-17 04:45	2	2
2024-06-17 05:00	2	2
2024-06-17 05:15	2	3
2024-06-17 05:30	3	3
2024-06-17 05:45	3	5
2024-06-17 06:00	4	5
2024-06-17 06:15	5	6
2024-06-17 06:30	3	6
2024-06-17 06:45	6	8
2024-06-17 07:00	9	14
2024-06-17 07:15	7	18
2024-06-17 07:30	12	25
2024-06-17 07:45	17	32
2024-06-17 08:00	17	28
2024-06-17 08:15	22	21
2024-06-17 08:30	23	15
2024-06-17 08:45	19	13
2024-06-17 09:00	14	9
2024-06-17 09:15	15	8
2024-06-17 09:30	10	8
2024-06-17 09:45	8	6
2024-06-17 10:00	9	5
2024-06-17 10:15	5	7
2024-06-17 10:30	6	8
2024-06-17 10:45	6	8
2024-06-17 11:00	9	10
2024-06-17 11:15	10	13
2024-06-17 11:30	10	12
2024-06-17 11:45	15	16
2024-06-17 12:00	15	19
2024-06-17 12:15	16	13
2024-06-17 12:30	13	11
2024-06-17 12:45	12	10
2024-06-17 13:00	12	7
2024-06-17 13:15	9	7
2024-06-17 13:30	7	7
2024-06-17 13:45	7	5
2024-06-17 14:00	5	5
2024-06-17 14:15	4	6
2024-06-17 14:30	6	9
2024-06-17 14:45	9	10
2024-06-17 15:00	8	11
2024-06-17 15:15	10	14
2024-06-17 15:30	12	15
2024-06-17 15:45	12	14
2024-06-17 16:00	17	17
2024-06-17 16:15	16	21
2024-06-17 16:30	21	22
2024-06-17 16:45	25	24
2024-06-17 17:00	24	31
2024-06-17 17:15	29	38
2024-06-17 17:30	34	44
2024-06-17 17:45	33	41
2024-06-17 18:00	37	47
2024-06-17 18:15	41	33
2024-06-17 18:30	39	36
2024-06-17 18:45	39	32
2024-06-17 19:00	34	26
2024-06-17 19:15	29	19
2024-06-17 19:30	29	16
2024-06-17 19:45	24	16
2024-06-17 20:00	19	12
2024-06-17 20:15	19	10
2024-06-17 20:30	14	8
2024-06-17 20:45	9	8
2024-06-17 21:00	9	8
2024-06-17 21:15	7	7
2024-06-17 21:30	5	4
2024-06-17 21:45	5	3
2024-06-17 22:00	3	1
2024-06-17 22:15	1	1
2024-06-17 22:30	2	1
2024-06-17 22:45	1	1
2024-06-17 23:00	1	0
2024-06-17 23:15	0	0
2024-06-17 23:30	0	0
2024-06-17 23:45	0	0
