时间戳	借车需求	还车需求
2024-06-24 00:00	0	0
2024-06-24 00:15	2	2
2024-06-24 00:30	0	5
2024-06-24 00:45	0	0
2024-06-24 01:00	0	5
2024-06-24 01:15	2	4
2024-06-24 01:30	1	6
2024-06-24 01:45	2	4
2024-06-24 02:00	0	4
2024-06-24 02:15	5	3
2024-06-24 02:30	2	0
2024-06-24 02:45	3	0
2024-06-24 03:00	5	0
2024-06-24 03:15	3	3
2024-06-24 03:30	0	0
2024-06-24 03:45	3	0
2024-06-24 04:00	3	0
2024-06-24 04:15	4	4
2024-06-24 04:30	5	8
2024-06-24 04:45	0	2
2024-06-24 05:00	8	5
2024-06-24 05:15	9	3
2024-06-24 05:30	11	6
2024-06-24 05:45	14	4
2024-06-24 06:00	13	3
2024-06-24 06:15	13	8
2024-06-24 06:30	21	16
2024-06-24 06:45	19	18
2024-06-24 07:00	44	13
2024-06-24 07:15	52	13
2024-06-24 07:30	59	18
2024-06-24 07:45	48	15
2024-06-24 08:00	80	43
2024-06-24 08:15	76	15
2024-06-24 08:30	61	53
2024-06-24 08:45	75	47
2024-06-24 09:00	23	55
2024-06-24 09:15	32	44
2024-06-24 09:30	19	46
2024-06-24 09:45	25	80
2024-06-24 10:00	5	77
2024-06-24 10:15	4	76
2024-06-24 10:30	18	26
2024-06-24 10:45	11	19
2024-06-24 11:00	14	7
2024-06-24 11:15	23	23
2024-06-24 11:30	23	11
2024-06-24 11:45	21	13
2024-06-24 12:00	12	12
2024-06-24 12:15	32	12
2024-06-24 12:30	22	15
2024-06-24 12:45	34	15
2024-06-24 13:00	27	22
2024-06-24 13:15	20	37
2024-06-24 13:30	18	28
2024-06-24 13:45	20	20
2024-06-24 14:00	21	22
2024-06-24 14:15	13	18
2024-06-24 14:30	18	10
2024-06-24 14:45	13	21
2024-06-24 15:00	18	6
2024-06-24 15:15	30	16
2024-06-24 15:30	22	15
2024-06-24 15:45	15	12
2024-06-24 16:00	53	9
2024-06-24 16:15	43	16
2024-06-24 16:30	44	15
2024-06-24 16:45	81	29
2024-06-24 17:00	80	43
2024-06-24 17:15	70	25
2024-06-24 17:30	80	76
2024-06-24 17:45	80	67
2024-06-24 18:00	81	48
2024-06-24 18:15	80	55
2024-06-24 18:30	80	80
2024-06-24 18:45	82	79
2024-06-24 19:00	80	57
2024-06-24 19:15	80	80
2024-06-24 19:30	83	81
2024-06-24 19:45	79	71
2024-06-24 20:00	37	80
2024-06-24 20:15	33	80
2024-06-24 20:30	41	77
2024-06-24 20:45	24	28
2024-06-24 21:00	32	70
2024-06-24 21:15	29	32
2024-06-24 21:30	29	24
2024-06-24 21:45	20	31
2024-06-24 22:00	3	27
2024-06-24 22:15	1	26
2024-06-24 22:30	1	18
2024-06-24 22:45	8	9
2024-06-24 23:00	0	19
2024-06-24 23:15	0	6
2024-06-24 23:30	0	25
2024-06-24 23:45	6	2
