时间戳	借车需求	还车需求
2024-06-17 00:00	6	0
2024-06-17 00:15	5	1
2024-06-17 00:30	2	3
2024-06-17 00:45	0	2
2024-06-17 01:00	2	4
2024-06-17 01:15	0	0
2024-06-17 01:30	3	2
2024-06-17 01:45	4	7
2024-06-17 02:00	1	1
2024-06-17 02:15	0	2
2024-06-17 02:30	5	2
2024-06-17 02:45	0	0
2024-06-17 03:00	6	4
2024-06-17 03:15	6	0
2024-06-17 03:30	0	8
2024-06-17 03:45	2	0
2024-06-17 04:00	3	0
2024-06-17 04:15	3	0
2024-06-17 04:30	4	3
2024-06-17 04:45	1	3
2024-06-17 05:00	5	6
2024-06-17 05:15	0	3
2024-06-17 05:30	5	0
2024-06-17 05:45	6	3
2024-06-17 06:00	30	31
2024-06-17 06:15	24	24
2024-06-17 06:30	30	17
2024-06-17 06:45	14	24
2024-06-17 07:00	47	65
2024-06-17 07:15	50	54
2024-06-17 07:30	59	78
2024-06-17 07:45	65	68
2024-06-17 08:00	57	62
2024-06-17 08:15	44	70
2024-06-17 08:30	64	67
2024-06-17 08:45	55	72
2024-06-17 09:00	56	63
2024-06-17 09:15	62	45
2024-06-17 09:30	62	47
2024-06-17 09:45	57	69
2024-06-17 10:00	20	32
2024-06-17 10:15	21	17
2024-06-17 10:30	26	21
2024-06-17 10:45	15	24
2024-06-17 11:00	18	8
2024-06-17 11:15	28	22
2024-06-17 11:30	23	27
2024-06-17 11:45	23	34
2024-06-17 12:00	23	21
2024-06-17 12:15	24	17
2024-06-17 12:30	24	14
2024-06-17 12:45	27	32
2024-06-17 13:00	27	35
2024-06-17 13:15	22	26
2024-06-17 13:30	26	15
2024-06-17 13:45	23	29
2024-06-17 14:00	16	19
2024-06-17 14:15	25	18
2024-06-17 14:30	18	23
2024-06-17 14:45	14	10
2024-06-17 15:00	19	28
2024-06-17 15:15	25	24
2024-06-17 15:30	12	36
2024-06-17 15:45	18	14
2024-06-17 16:00	24	33
2024-06-17 16:15	24	15
2024-06-17 16:30	24	21
2024-06-17 16:45	17	23
2024-06-17 17:00	63	54
2024-06-17 17:15	62	56
2024-06-17 17:30	60	55
2024-06-17 17:45	52	67
2024-06-17 18:00	50	46
2024-06-17 18:15	45	46
2024-06-17 18:30	52	62
2024-06-17 18:45	60	66
2024-06-17 19:00	55	59
2024-06-17 19:15	45	49
2024-06-17 19:30	56	48
2024-06-17 19:45	54	51
2024-06-17 20:00	32	21
2024-06-17 20:15	16	15
2024-06-17 20:30	15	28
2024-06-17 20:45	18	28
2024-06-17 21:00	17	23
2024-06-17 21:15	13	23
2024-06-17 21:30	21	24
2024-06-17 21:45	16	31
2024-06-17 22:00	11	5
2024-06-17 22:15	3	0
2024-06-17 22:30	11	11
2024-06-17 22:45	8	0
2024-06-17 23:00	0	10
2024-06-17 23:15	0	8
2024-06-17 23:30	1	0
2024-06-17 23:45	5	2
