时间戳	借车需求	还车需求
2024-06-20 00:00	0	0
2024-06-20 00:15	0	0
2024-06-20 00:30	0	0
2024-06-20 00:45	2	0
2024-06-20 01:00	0	0
2024-06-20 01:15	4	0
2024-06-20 01:30	0	0
2024-06-20 01:45	0	0
2024-06-20 02:00	0	0
2024-06-20 02:15	0	0
2024-06-20 02:30	2	0
2024-06-20 02:45	6	0
2024-06-20 03:00	0	1
2024-06-20 03:15	4	1
2024-06-20 03:30	0	0
2024-06-20 03:45	0	1
2024-06-20 04:00	1	2
2024-06-20 04:15	1	1
2024-06-20 04:30	0	4
2024-06-20 04:45	2	4
2024-06-20 05:00	9	7
2024-06-20 05:15	2	7
2024-06-20 05:30	3	8
2024-06-20 05:45	5	10
2024-06-20 06:00	9	14
2024-06-20 06:15	14	22
2024-06-20 06:30	14	19
2024-06-20 06:45	22	15
2024-06-20 07:00	22	11
2024-06-20 07:15	24	26
2024-06-20 07:30	15	18
2024-06-20 07:45	14	19
2024-06-20 08:00	78	50
2024-06-20 08:15	32	24
2024-06-20 08:30	41	33
2024-06-20 08:45	20	15
2024-06-20 09:00	19	12
2024-06-20 09:15	15	18
2024-06-20 09:30	17	14
2024-06-20 09:45	11	14
2024-06-20 10:00	17	12
2024-06-20 10:15	10	12
2024-06-20 10:30	22	16
2024-06-20 10:45	15	12
2024-06-20 11:00	19	21
2024-06-20 11:15	20	23
2024-06-20 11:30	17	15
2024-06-20 11:45	26	18
2024-06-20 12:00	10	15
2024-06-20 12:15	21	14
2024-06-20 12:30	12	12
2024-06-20 12:45	22	17
2024-06-20 13:00	17	7
2024-06-20 13:15	15	11
2024-06-20 13:30	10	9
2024-06-20 13:45	12	6
2024-06-20 14:00	9	13
2024-06-20 14:15	8	13
2024-06-20 14:30	11	10
2024-06-20 14:45	12	14
2024-06-20 15:00	12	12
2024-06-20 15:15	13	12
2024-06-20 15:30	10	14
2024-06-20 15:45	20	24
2024-06-20 16:00	24	16
2024-06-20 16:15	18	20
2024-06-20 16:30	34	39
2024-06-20 16:45	21	22
2024-06-20 17:00	31	36
2024-06-20 17:15	30	22
2024-06-20 17:30	31	20
2024-06-20 17:45	26	14
2024-06-20 18:00	84	68
2024-06-20 18:15	60	43
2024-06-20 18:30	50	38
2024-06-20 18:45	20	19
2024-06-20 19:00	31	17
2024-06-20 19:15	11	14
2024-06-20 19:30	25	9
2024-06-20 19:45	8	6
2024-06-20 20:00	21	15
2024-06-20 20:15	15	5
2024-06-20 20:30	9	3
2024-06-20 20:45	9	3
2024-06-20 21:00	6	7
2024-06-20 21:15	5	2
2024-06-20 21:30	4	1
2024-06-20 21:45	3	1
2024-06-20 22:00	2	1
2024-06-20 22:15	4	1
2024-06-20 22:30	0	1
2024-06-20 22:45	0	0
2024-06-20 23:00	1	0
2024-06-20 23:15	0	0
2024-06-20 23:30	1	0
2024-06-20 23:45	0	0
