时间戳	借车需求	还车需求
2024-06-30 00:00	0	0
2024-06-30 00:15	0	0
2024-06-30 00:30	0	0
2024-06-30 00:45	0	0
2024-06-30 01:00	0	0
2024-06-30 01:15	0	0
2024-06-30 01:30	0	0
2024-06-30 01:45	0	0
2024-06-30 02:00	0	0
2024-06-30 02:15	0	0
2024-06-30 02:30	0	0
2024-06-30 02:45	0	0
2024-06-30 03:00	0	0
2024-06-30 03:15	0	0
2024-06-30 03:30	0	0
2024-06-30 03:45	0	0
2024-06-30 04:00	0	1
2024-06-30 04:15	0	1
2024-06-30 04:30	1	1
2024-06-30 04:45	1	1
2024-06-30 05:00	1	2
2024-06-30 05:15	1	2
2024-06-30 05:30	2	3
2024-06-30 05:45	2	2
2024-06-30 06:00	2	3
2024-06-30 06:15	2	3
2024-06-30 06:30	3	5
2024-06-30 06:45	3	7
2024-06-30 07:00	5	11
2024-06-30 07:15	7	13
2024-06-30 07:30	5	17
2024-06-30 07:45	12	15
2024-06-30 08:00	17	12
2024-06-30 08:15	14	9
2024-06-30 08:30	11	6
2024-06-30 08:45	12	5
2024-06-30 09:00	6	3
2024-06-30 09:15	5	4
2024-06-30 09:30	6	3
2024-06-30 09:45	4	2
2024-06-30 10:00	3	4
2024-06-30 10:15	4	4
2024-06-30 10:30	4	5
2024-06-30 10:45	5	7
2024-06-30 11:00	6	8
2024-06-30 11:15	4	10
2024-06-30 11:30	9	12
2024-06-30 11:45	11	14
2024-06-30 12:00	9	11
2024-06-30 12:15	15	10
2024-06-30 12:30	12	8
2024-06-30 12:45	10	7
2024-06-30 13:00	12	6
2024-06-30 13:15	7	5
2024-06-30 13:30	6	4
2024-06-30 13:45	6	4
2024-06-30 14:00	5	5
2024-06-30 14:15	4	6
2024-06-30 14:30	5	7
2024-06-30 14:45	6	8
2024-06-30 15:00	4	9
2024-06-30 15:15	8	10
2024-06-30 15:30	9	10
2024-06-30 15:45	9	12
2024-06-30 16:00	10	13
2024-06-30 16:15	11	15
2024-06-30 16:30	9	16
2024-06-30 16:45	14	18
2024-06-30 17:00	15	19
2024-06-30 17:15	14	19
2024-06-30 17:30	18	20
2024-06-30 17:45	17	17
2024-06-30 18:00	17	15
2024-06-30 18:15	16	12
2024-06-30 18:30	14	10
2024-06-30 18:45	16	9
2024-06-30 19:00	10	7
2024-06-30 19:15	8	6
2024-06-30 19:30	8	5
2024-06-30 19:45	5	4
2024-06-30 20:00	5	3
2024-06-30 20:15	4	3
2024-06-30 20:30	3	3
2024-06-30 20:45	3	2
2024-06-30 21:00	3	2
2024-06-30 21:15	2	1
2024-06-30 21:30	2	1
2024-06-30 21:45	2	1
2024-06-30 22:00	1	1
2024-06-30 22:15	1	1
2024-06-30 22:30	1	1
2024-06-30 22:45	1	0
2024-06-30 23:00	1	0
2024-06-30 23:15	0	0
2024-06-30 23:30	0	0
2024-06-30 23:45	0	0
